學校代碼,學校名稱,等級,僑居地,在學學生人數_男,在學學生人數_女,新生,舊生,上學年度畢業生人數_男,上學年度畢業生人數_女
1017,實踐大學,學士,印尼,8,16,3,21,1,2
1017,實踐大學,學士,日本,0,1,0,1,0,0
1017,實踐大學,學士,南韓,1,2,0,3,0,0
1017,實踐大學,學士,馬來西亞,31,61,24,68,6,9
1017,實踐大學,學士,菲律賓,1,1,0,2,0,0
1017,實踐大學,學士,泰國,2,2,1,3,1,1
1017,實踐大學,學士,越南,0,2,1,1,0,0
1017,實踐大學,學士,南非,1,1,0,2,0,0
1017,實踐大學,學士,瑞典,1,0,0,1,0,0
1017,實踐大學,學士,加拿大,1,1,0,2,0,0
1017,實踐大學,學士,貝里斯,0,0,0,0,1,0
1017,實踐大學,學士,美國,0,1,0,1,0,0
1018,朝陽科技大學,學士,馬來西亞,11,27,7,31,0,1
1018,朝陽科技大學,學士,加拿大,1,0,0,1,0,0
1019,高雄醫學大學,碩士,馬來西亞,0,2,1,1,0,0
1019,高雄醫學大學,碩士,美國,0,0,0,0,2,0
1019,高雄醫學大學,學士,緬甸,0,2,0,2,0,0
1019,高雄醫學大學,學士,印尼,3,4,1,6,1,1
1019,高雄醫學大學,學士,日本,3,1,0,4,0,0
1019,高雄醫學大學,學士,南韓,5,6,1,10,1,1
1019,高雄醫學大學,學士,馬來西亞,45,82,28,99,6,8
1019,高雄醫學大學,學士,新加坡,3,1,1,3,0,0
1019,高雄醫學大學,學士,泰國,0,2,0,2,0,0
1019,高雄醫學大學,學士,越南,1,1,0,2,0,0
1019,高雄醫學大學,學士,澳大利亞,1,0,0,1,0,0
1019,高雄醫學大學,學士,紐西蘭,0,1,0,1,0,0
1019,高雄醫學大學,學士,加拿大,4,4,0,8,3,2
1019,高雄醫學大學,學士,薩爾瓦多,0,1,1,0,0,0
1019,高雄醫學大學,學士,貝里斯,1,0,0,1,0,0
1019,高雄醫學大學,學士,美國,8,6,1,13,3,1
1019,高雄醫學大學,學士,巴西,1,0,0,1,0,0
1020,南華大學,博士,緬甸,0,1,0,1,0,0
1020,南華大學,碩士,緬甸,0,1,0,1,0,0
1020,南華大學,學士,馬來西亞,8,8,10,6,1,2
1021,真理大學,碩士,印尼,1,0,0,1,0,0
1021,真理大學,學士,緬甸,0,0,0,0,1,0
1021,真理大學,學士,印尼,1,0,1,0,0,0
1021,真理大學,學士,日本,1,0,0,1,0,0
1021,真理大學,學士,南韓,0,1,0,1,0,1
1021,真理大學,學士,馬來西亞,5,1,2,4,2,0
1021,真理大學,學士,越南,0,0,0,0,1,1
1022,大同大學,學士,印尼,3,1,0,4,1,0
1022,大同大學,學士,日本,0,1,0,1,0,0
1022,大同大學,學士,南韓,0,0,0,0,0,1
1022,大同大學,學士,馬來西亞,3,3,0,6,1,0
1022,大同大學,學士,加拿大,0,1,0,1,0,0
1022,大同大學,學士,巴拿馬,1,0,0,1,0,0
1022,大同大學,學士,美國,2,0,0,2,0,0
1023,南臺科技大學,碩士,馬來西亞,1,0,0,1,1,1
1023,南臺科技大學,學士,印尼,0,2,2,0,0,1
1023,南臺科技大學,學士,馬來西亞,15,16,8,23,3,2
1023,南臺科技大學,學士,加拿大,1,0,0,1,0,0
1023,南臺科技大學,學士,巴拿馬,0,1,0,1,0,1
1024,崑山科技大學,學士,印尼,1,0,0,1,0,0
1024,崑山科技大學,學士,馬來西亞,5,3,1,7,0,0
1025,嘉南藥理大學,學士,緬甸,0,2,1,1,0,0
1025,嘉南藥理大學,學士,印尼,3,0,0,3,0,0
1025,嘉南藥理大學,學士,馬來西亞,0,3,2,1,0,0
1025,嘉南藥理大學,學士,斯里蘭卡,1,0,0,1,0,0
1025,嘉南藥理大學,學士,巴拉圭,1,0,1,0,0,0
1026,樹德科技大學,學士,印尼,0,3,1,2,0,0
1026,樹德科技大學,學士,日本,0,0,0,0,1,0
1026,樹德科技大學,學士,馬來西亞,34,24,18,40,1,1
1026,樹德科技大學,學士,泰國,0,1,0,1,0,0
1026,樹德科技大學,學士,紐西蘭,1,0,0,1,0,0
1026,樹德科技大學,學士,加拿大,1,0,0,1,0,0
1027,慈濟大學,博士,馬來西亞,1,0,0,1,0,0
1027,慈濟大學,碩士,馬來西亞,0,0,0,0,0,1
1027,慈濟大學,學士,緬甸,0,3,0,3,0,1
1027,慈濟大學,學士,印尼,2,1,1,2,0,0
1027,慈濟大學,學士,日本,0,1,0,1,0,0
1027,慈濟大學,學士,南韓,2,0,1,1,0,1
1027,慈濟大學,學士,馬來西亞,13,22,17,18,1,3
1027,慈濟大學,學士,新加坡,2,0,0,2,0,0
1027,慈濟大學,學士,泰國,0,1,1,0,0,0
1027,慈濟大學,學士,南非,0,1,0,1,0,0
1027,慈濟大學,學士,加拿大,0,1,0,1,1,0
1027,慈濟大學,學士,美國,0,1,0,1,0,0
1027,慈濟大學,學士,巴西,0,0,0,0,0,1
1028,臺北醫學大學,博士,馬來西亞,3,0,1,2,0,0
1028,臺北醫學大學,碩士,南韓,1,0,0,1,0,0
1028,臺北醫學大學,碩士,馬來西亞,5,1,3,3,2,1
1028,臺北醫學大學,碩士,泰國,0,0,0,0,0,1
1028,臺北醫學大學,碩士,貝里斯,0,0,0,0,1,0
1028,臺北醫學大學,學士,緬甸,2,3,3,2,0,0
1028,臺北醫學大學,學士,印尼,8,2,6,4,1,0
1028,臺北醫學大學,學士,日本,0,2,0,2,0,0
1028,臺北醫學大學,學士,南韓,2,8,3,7,0,2
1028,臺北醫學大學,學士,馬來西亞,31,67,30,68,4,7
1028,臺北醫學大學,學士,菲律賓,1,0,0,1,0,0
1028,臺北醫學大學,學士,新加坡,3,6,0,9,0,1
1028,臺北醫學大學,學士,泰國,1,4,0,5,0,0
1028,臺北醫學大學,學士,越南,0,2,1,1,0,0
1028,臺北醫學大學,學士,紐西蘭,2,0,1,1,0,0
1028,臺北醫學大學,學士,史瓦濟蘭,0,1,0,1,0,0
1028,臺北醫學大學,學士,加拿大,8,0,1,7,0,1
1028,臺北醫學大學,學士,貝里斯,0,1,0,1,0,0
1028,臺北醫學大學,學士,美國,8,9,2,15,0,0
1028,臺北醫學大學,學士,秘魯,2,0,0,2,0,0
1029,中山醫學大學,學士,緬甸,0,2,0,2,0,0
1029,中山醫學大學,學士,印尼,1,5,3,3,0,0
1029,中山醫學大學,學士,日本,3,2,0,5,0,0
1029,中山醫學大學,學士,南韓,4,2,0,6,0,1
1029,中山醫學大學,學士,馬來西亞,30,74,30,74,7,8
1029,中山醫學大學,學士,菲律賓,2,0,0,2,0,1
1029,中山醫學大學,學士,新加坡,3,1,0,4,0,2
1029,中山醫學大學,學士,泰國,4,0,1,3,0,0
1029,中山醫學大學,學士,越南,0,1,0,1,0,0
1029,中山醫學大學,學士,汶萊,0,1,0,1,0,0
1029,中山醫學大學,學士,紐西蘭,0,1,0,1,0,0
1029,中山醫學大學,學士,加拿大,2,1,1,2,0,0
1029,中山醫學大學,學士,美國,2,3,0,5,2,1
1029,中山醫學大學,學士,巴西,0,1,0,1,0,0
1029,中山醫學大學,學士,巴拉圭,1,0,0,1,0,0
1029,中山醫學大學,學士,秘魯,0,0,0,0,1,0
1030,龍華科技大學,學士,印尼,1,1,1,1,0,0
1030,龍華科技大學,學士,馬來西亞,5,2,4,3,0,0
1030,龍華科技大學,學士,加拿大,1,0,0,1,0,0
1031,輔英科技大學,學士,南韓,1,0,0,1,0,1
1031,輔英科技大學,學士,馬來西亞,6,3,2,7,0,0
1031,輔英科技大學,學士,美國,1,0,0,1,0,0
1032,明新科技大學,學士,印尼,0,3,2,1,0,0
1032,明新科技大學,學士,馬來西亞,1,0,1,0,1,0
1032,明新科技大學,學士,越南,1,0,0,1,0,0
1032,明新科技大學,學士,美國,1,0,1,0,0,0
1033,長榮大學,學士,印尼,0,1,0,1,0,0
1033,長榮大學,學士,日本,0,1,0,1,0,0
1033,長榮大學,學士,南韓,3,0,0,3,0,0
1033,長榮大學,學士,馬來西亞,24,27,20,31,3,2
1033,長榮大學,學士,泰國,1,0,1,0,0,1
1033,長榮大學,學士,南非,0,1,0,1,0,0
1034,弘光科技大學,碩士,緬甸,0,1,1,0,0,0
1034,弘光科技大學,學士,印尼,1,0,0,1,0,0
1034,弘光科技大學,學士,馬來西亞,7,15,10,12,0,0
1034,弘光科技大學,學士,泰國,0,1,0,1,0,0
1034,弘光科技大學,學士,越南,0,0,0,0,0,1
1034,弘光科技大學,學士,納米比亞,0,1,0,1,0,0
1035,中國醫藥大學,博士,印尼,1,0,0,1,0,0
1035,中國醫藥大學,博士,馬來西亞,1,0,0,1,0,0
1035,中國醫藥大學,碩士,馬來西亞,1,0,0,1,1,0
1035,中國醫藥大學,碩士,澳大利亞,1,0,1,0,0,0
1035,中國醫藥大學,學士,緬甸,2,8,0,10,0,1
1035,中國醫藥大學,學士,印尼,4,4,4,4,0,0
1035,中國醫藥大學,學士,日本,1,1,0,2,0,0
1035,中國醫藥大學,學士,南韓,3,8,4,7,0,1
1035,中國醫藥大學,學士,馬來西亞,32,48,19,61,7,8
1035,中國醫藥大學,學士,新加坡,3,3,2,4,0,1
1035,中國醫藥大學,學士,泰國,1,1,1,1,0,0
1035,中國醫藥大學,學士,汶萊,1,0,0,1,0,0
1035,中國醫藥大學,學士,馬拉威,0,1,0,1,0,0
1035,中國醫藥大學,學士,南非,2,0,0,2,0,0
1035,中國醫藥大學,學士,加拿大,5,6,0,11,0,2
1035,中國醫藥大學,學士,墨西哥,0,1,0,1,0,0
1035,中國醫藥大學,學士,貝里斯,0,2,1,1,0,0
1035,中國醫藥大學,學士,美國,8,4,2,10,0,1
1036,健行科技大學,學士,印尼,5,3,3,5,1,0
1036,健行科技大學,學士,馬來西亞,0,1,0,1,2,0
1036,健行科技大學,學士,泰國,2,0,2,0,2,0
1036,健行科技大學,學士,越南,0,0,0,0,1,0
1037,正修科技大學,學士,印尼,4,0,0,4,0,0
1037,正修科技大學,學士,南韓,1,0,1,0,0,0
1037,正修科技大學,學士,馬來西亞,5,2,2,5,0,0
1037,正修科技大學,學士,泰國,1,1,0,2,0,0
1037,正修科技大學,學士,越南,14,25,0,39,0,0
1038,萬能科技大學,學士,印尼,5,3,4,4,1,1
1038,萬能科技大學,學士,馬來西亞,2,5,2,5,0,0
1038,萬能科技大學,學士,泰國,0,2,0,2,0,0
1038,萬能科技大學,學士,越南,0,0,0,0,1,0
1038,萬能科技大學,學士,加拿大,1,0,0,1,0,0
1039,玄奘大學,學士,印尼,0,2,0,2,0,1
1039,玄奘大學,學士,南韓,0,1,0,1,0,0
1039,玄奘大學,學士,馬來西亞,41,53,26,68,3,3
1040,建國科技大學,學士,馬來西亞,2,4,2,4,0,0
1040,建國科技大學,學士,越南,0,1,1,0,0,0
1041,明志科技大學,學士,緬甸,0,0,0,0,1,0
1042,高苑科技大學,學士,印尼,2,2,2,2,0,0
1042,高苑科技大學,學士,馬來西亞,11,4,1,14,2,1
1042,高苑科技大學,學士,越南,4,6,2,8,6,6
1043,大仁科技大學,學士,印尼,2,0,1,1,0,0
1043,大仁科技大學,學士,南韓,0,1,0,1,0,0
1043,大仁科技大學,學士,馬來西亞,2,8,4,6,0,0
1043,大仁科技大學,學士,泰國,0,1,0,1,0,0
1043,大仁科技大學,學士,加拿大,0,1,0,1,0,0
1043,大仁科技大學,學士,墨西哥,0,1,0,1,0,0
1043,大仁科技大學,學士,美國,2,2,3,1,0,0
1044,聖約翰科技大學,學士,印尼,0,2,2,0,1,1
1044,聖約翰科技大學,學士,日本,2,1,0,3,0,0
1044,聖約翰科技大學,學士,馬來西亞,1,0,1,0,0,0
1045,嶺東科技大學,碩士,馬來西亞,1,1,1,1,0,0
1045,嶺東科技大學,學士,馬來西亞,1,5,1,5,1,0
1046,中國科技大學,學士,緬甸,1,1,1,1,0,0
1046,中國科技大學,學士,印尼,0,2,0,2,1,2
1046,中國科技大學,學士,日本,2,1,1,2,0,1
1046,中國科技大學,學士,馬來西亞,3,2,2,3,0,0
1046,中國科技大學,學士,新加坡,1,0,1,0,0,0
1046,中國科技大學,學士,泰國,0,0,0,0,0,1
1046,中國科技大學,學士,越南,1,0,1,0,0,0
1046,中國科技大學,學士,法國,0,1,0,1,0,0
1046,中國科技大學,學士,阿根廷,0,0,0,0,0,1
1046,中國科技大學,學士,巴西,1,0,0,1,0,0
1047,中臺科技大學,博士,馬來西亞,0,0,0,0,1,0
1047,中臺科技大學,學士,緬甸,0,1,0,1,0,0
1047,中臺科技大學,學士,南韓,1,0,0,1,0,0
1047,中臺科技大學,學士,馬來西亞,3,2,2,3,0,0
1047,中臺科技大學,學士,新加坡,0,0,0,0,0,1
1047,中臺科技大學,學士,越南,0,0,0,0,1,0
1047,中臺科技大學,學士,加拿大,0,1,0,1,1,0
1048,亞洲大學,學士,印尼,6,7,1,12,0,0
1048,亞洲大學,學士,南韓,1,1,0,2,0,1
1048,亞洲大學,學士,馬來西亞,23,34,26,31,3,0
1048,亞洲大學,學士,泰國,0,1,0,1,0,0
1048,亞洲大學,學士,越南,1,0,0,1,0,0
1048,亞洲大學,學士,巴拉圭,1,0,0,1,0,0
1049,開南大學,學士,印尼,7,1,0,8,2,1
1049,開南大學,學士,南韓,1,1,0,2,0,0
1049,開南大學,學士,馬來西亞,7,4,3,8,1,1
1049,開南大學,學士,泰國,1,0,0,1,0,0
1049,開南大學,學士,巴拉圭,1,0,0,1,0,0
1050,佛光大學,碩士,日本,0,1,1,0,0,0
1050,佛光大學,碩士,南韓,0,0,0,0,0,1
1050,佛光大學,學士,馬來西亞,4,6,5,5,0,0
1050,佛光大學,學士,阿根廷,0,1,0,1,0,0
1051,台南應用科技大學,學士,印尼,1,0,0,1,1,0
1051,台南應用科技大學,學士,馬來西亞,4,12,8,8,2,1
1051,台南應用科技大學,學士,巴西,1,0,1,0,0,0
1051,台南應用科技大學,學士,智利,0,0,0,0,0,1
1052,遠東科技大學,學士,印尼,1,0,0,1,0,0
1052,遠東科技大學,學士,日本,0,1,0,1,0,0
1052,遠東科技大學,學士,馬來西亞,2,0,0,2,1,0
1052,遠東科技大學,學士,越南,0,0,0,0,1,0
1053,元培醫事科技大學,碩士,馬來西亞,0,0,0,0,1,0
1053,元培醫事科技大學,學士,緬甸,0,2,1,1,0,0
1053,元培醫事科技大學,學士,印尼,0,1,0,1,0,0
1053,元培醫事科技大學,學士,日本,0,1,0,1,0,0
1053,元培醫事科技大學,學士,南韓,2,0,0,2,0,0
1053,元培醫事科技大學,學士,馬來西亞,1,5,2,4,0,0
1053,元培醫事科技大學,學士,越南,0,2,1,1,0,0
1054,景文科技大學,學士,緬甸,0,1,1,0,0,0
1054,景文科技大學,學士,印尼,2,4,2,4,1,1
1054,景文科技大學,學士,日本,0,1,0,1,0,0
1054,景文科技大學,學士,南韓,1,0,0,1,0,0
1054,景文科技大學,學士,馬來西亞,6,5,2,9,0,1
1054,景文科技大學,學士,越南,0,1,1,0,0,0
1055,中華醫事科技大學,學士,緬甸,0,0,0,0,1,0
1055,中華醫事科技大學,學士,馬來西亞,0,1,0,1,0,0
1056,東南科技大學,學士,印尼,1,1,0,2,0,0
1056,東南科技大學,學士,馬來西亞,3,4,3,4,0,0
1056,東南科技大學,學士,泰國,1,0,0,1,0,0
1056,東南科技大學,學士,越南,0,1,1,0,0,0
1057,德明財經科技大學,學士,緬甸,1,0,0,1,0,0
1057,德明財經科技大學,學士,印尼,0,2,0,2,0,0
1057,德明財經科技大學,學士,菲律賓,0,1,0,1,0,0
1058,明道大學,碩士,馬來西亞,0,2,1,1,0,0
1058,明道大學,學士,緬甸,0,0,0,0,1,0
1058,明道大學,學士,印尼,1,1,0,2,0,0
1058,明道大學,學士,馬來西亞,42,31,2,71,3,6
1060,南開科技大學,學士,馬來西亞,6,1,7,0,0,0
1060,南開科技大學,專科,馬來西亞,0,1,0,1,0,0
1061,中華科技大學,碩士,美國,1,0,0,1,0,0
1061,中華科技大學,學士,印尼,0,1,0,1,0,0
1061,中華科技大學,學士,馬來西亞,4,2,2,4,0,0
1062,僑光科技大學,學士,馬來西亞,4,1,0,5,0,0
1063,育達科技大學,學士,馬來西亞,2,0,0,2,1,0
1064,美和科技大學,學士,馬來西亞,0,0,0,0,0,1
1065,吳鳳科技大學,學士,越南,1,0,0,1,0,0
1065,吳鳳科技大學,學士,阿根廷,1,0,0,1,0,0
1066,環球科技大學,學士,馬來西亞,9,20,11,18,2,0
1067,台灣首府大學,學士,緬甸,0,1,0,1,0,0
1067,台灣首府大學,學士,印尼,7,7,9,5,0,0
1067,台灣首府大學,學士,日本,1,0,0,1,0,0
1067,台灣首府大學,學士,馬來西亞,14,14,10,18,0,1
1068,中州科技大學,碩士,馬來西亞,1,0,1,0,0,0
1068,中州科技大學,學士,馬來西亞,4,1,1,4,0,0
1069,修平科技大學,學士,馬來西亞,1,0,0,1,0,0
1070,長庚科技大學,學士,緬甸,0,1,1,0,0,0
1070,長庚科技大學,學士,馬來西亞,1,2,1,2,0,0
1070,長庚科技大學,專科,緬甸,0,1,0,1,0,0
1071,臺北城市科技大學,學士,緬甸,0,1,1,0,0,0
1071,臺北城市科技大學,學士,馬來西亞,2,4,1,5,0,0
1071,臺北城市科技大學,學士,巴西,0,1,0,1,0,0
1071,臺北城市科技大學,專科,馬來西亞,1,0,0,1,0,0
1072,大華科技大學,學士,馬來西亞,1,3,0,4,0,0
1073,醒吾科技大學,學士,南韓,2,1,1,2,0,0
1073,醒吾科技大學,學士,馬來西亞,3,3,4,2,0,0
1073,醒吾科技大學,學士,泰國,0,1,0,1,0,0
1073,醒吾科技大學,專科,馬來西亞,0,1,1,0,0,0
1074,南榮科技大學,學士,越南,0,0,0,0,1,0
1075,文藻外語大學,學士,日本,1,2,0,3,0,0
1075,文藻外語大學,學士,馬來西亞,2,4,3,3,0,2
1075,文藻外語大學,學士,新加坡,0,1,1,0,0,0
1075,文藻外語大學,學士,象牙海岸,0,1,0,1,0,0
1075,文藻外語大學,學士,美國,0,1,1,0,0,0
1075,文藻外語大學,學士,玻利維亞,1,0,0,1,0,0
1075,文藻外語大學,專科,柬埔寨,0,1,0,1,0,0
1075,文藻外語大學,專科,印尼,0,1,0,1,0,0
1075,文藻外語大學,專科,日本,0,1,0,1,0,0
1075,文藻外語大學,專科,越南,0,1,1,0,0,0
1075,文藻外語大學,專科,紐西蘭,1,0,0,1,0,0
1075,文藻外語大學,專科,模里西斯,0,1,0,1,0,0
1075,文藻外語大學,專科,南非,1,1,0,2,0,0
1075,文藻外語大學,專科,哥斯大黎加,0,1,1,0,0,0
1075,文藻外語大學,專科,巴西,1,0,0,1,0,0
1075,文藻外語大學,專科,巴拉圭,0,1,0,1,0,0
1075,文藻外語大學,專科,委內瑞拉,0,1,1,0,0,0
1076,華夏科技大學,學士,緬甸,1,0,0,1,0,0
1076,華夏科技大學,學士,馬來西亞,0,1,0,1,0,1
1077,慈濟科技大學,碩士,緬甸,1,0,0,1,0,0
1078,致理科技大學,學士,印尼,2,0,0,2,0,0
1078,致理科技大學,學士,日本,1,0,0,1,0,0
1078,致理科技大學,學士,馬來西亞,0,0,0,0,1,0
1079,康寧大學,學士,印尼,0,1,1,0,0,0
1079,康寧大學,學士,馬來西亞,2,4,1,5,0,0
3002,臺北市立大學,博士,馬來西亞,1,0,1,0,0,0
3002,臺北市立大學,碩士,緬甸,0,1,0,1,0,0
3002,臺北市立大學,碩士,南韓,0,1,0,1,0,0
3002,臺北市立大學,碩士,馬來西亞,0,6,2,4,0,0
3002,臺北市立大學,碩士,越南,1,0,1,0,0,0
3002,臺北市立大學,碩士,貝里斯,1,0,0,1,0,0
3002,臺北市立大學,學士,緬甸,2,9,7,4,0,0
3002,臺北市立大學,學士,印尼,1,0,0,1,0,0
3002,臺北市立大學,學士,日本,1,1,0,2,0,0
3002,臺北市立大學,學士,馬來西亞,19,23,6,36,2,6
3002,臺北市立大學,學士,泰國,0,1,0,1,0,0
3002,臺北市立大學,學士,越南,2,0,1,1,0,0
3002,臺北市立大學,學士,貝里斯,0,0,0,0,1,1
3002,臺北市立大學,學士,美國,0,0,0,0,1,0
0144,國立臺灣戲曲學院,學士,印尼,0,0,0,0,0,1
1159,和春技術學院,學士,馬來西亞,1,0,0,1,0,0
1159,和春技術學院,學士,越南,1,0,0,1,0,0
1168,桃園創新技術學院,學士,印尼,0,1,0,1,0,0
1176,稻江科技暨管理學院,學士,馬來西亞,0,1,0,1,0,0
1179,德霖技術學院,學士,緬甸,0,1,0,1,0,0
1179,德霖技術學院,學士,印尼,3,1,1,3,0,0
1179,德霖技術學院,學士,泰國,0,0,0,0,1,0
1179,德霖技術學院,學士,越南,0,1,0,1,0,0
1179,德霖技術學院,學士,美國,0,1,1,0,0,0
1179,德霖技術學院,專科,馬來西亞,1,0,0,1,0,0
1183,黎明技術學院,學士,印尼,1,1,1,1,0,0
1183,黎明技術學院,學士,馬來西亞,1,2,1,2,0,0
1184,東方設計學院,學士,馬來西亞,1,0,0,1,0,0
1184,東方設計學院,學士,泰國,1,0,0,1,0,0
1184,東方設計學院,學士,越南,0,0,0,0,0,2
1184,東方設計學院,專科,菲律賓,1,0,0,1,0,0
1187,崇右技術學院,學士,馬來西亞,2,3,1,4,0,0
1188,大同技術學院,學士,馬來西亞,0,1,0,1,0,0
1189,亞太創意技術學院,碩士,馬來西亞,1,0,1,0,0,0
1189,亞太創意技術學院,學士,馬來西亞,1,0,0,1,1,0
1192,臺灣觀光學院,學士,印尼,0,1,0,1,0,0
1192,臺灣觀光學院,學士,泰國,0,0,0,0,0,1
1195,馬偕醫學院,學士,馬來西亞,0,1,1,0,0,0
1196,法鼓文理學院,碩士,厄瓜多,0,1,0,1,0,0
1196,法鼓文理學院,學士,印尼,0,1,0,1,0,0
1197,台北海洋技術學院,學士,印尼,0,1,0,1,0,0
1197,台北海洋技術學院,學士,馬來西亞,1,1,1,1,0,0
1286,耕莘健康管理專科學校,專科,緬甸,0,1,0,1,0,0
1292,新生醫護管理專科學校,專科,印尼,0,1,1,0,0,0
1292,新生醫護管理專科學校,專科,南韓,1,0,0,1,0,0
